en,de,article
9. Check the checkbox **Consider only time slots for which the resulting coverage will be at least** if you want to make sure that the resulting coverage after the scheduling of the meetings does not fall below a predefined threshold. Enter a **coverage value**. Zero and negative values are also allowed as coverage can be negative.,"9. Aktiviere die Checkbox **Erlaube Termine nur in Zeiträumen mit einer Deckung von mindestens**, wenn Du sicherstellen möchtest, dass die resultierende Deckung nach dem Planen der Meetings nicht unter einen definierten Schwellenwert fällt. Gib einen **Wert für die Deckung** ein. Null und negative Werte sind ebenfalls erlaubt, da die Deckung auch negativ sein kann.",one-on-ones.md
"   {{ 5 | image: 'Settings section', '60%' }}","   {{ 5 | image: 'Abschnitt Eckdaten', '60%' }}",one-on-ones.md
"10. In the _Meeting host_ section, you have two options to define when the host is available to host the meeting:","10. Im Abschnitt _Gastgeber_ hast Du zwei Optionen, um festzulegen, wann der Gastgeber des Meetings für Termine verfügbar ist:",one-on-ones.md
"    - If the meeting host is not scheduled in injixo, select the **Enter manually** option. Then, define time ranges for one or more days:","    - Wenn der Gastgeber nicht in injixo geplant wird, markiere die Option **Manuell eingeben**. Definiere dann Zeitbereiche für einen oder mehrere Tage:",one-on-ones.md
"      1. Enter values into the **Day**, **From**, and **To** fields.","      1. Gib Werte in die Felder **Tag**, **Von** und **Bis** ein.",one-on-ones.md
"      2. (Optional) To add another time span for the chosen day, click _+ Time span_{:.doc-button}. If time spans overlap, injixo uses the largest possible time span from the combination of several time spans. To remove a time span again, click the **X** next to it.","      2. Klicke auf _+ Zeitspanne_{:.doc-button}, um eine weitere Zeitspanne für den gewählten Tag hinzuzufügen (optional). Wenn sich Zeitspannen überschneiden, verwendet injixo die größtmögliche Zeitspanne aus der Kombination mehrerer Zeitspannen. Um eine Zeitspanne zu entfernen, klicke auf das **X** neben der Zeitspanne.",one-on-ones.md
"      3. If you want to add time spans for another day, click _Add day and time span_{:.doc-button}. To remove individual days, click _Remove day_{:.doc-button}. At least one day with one time span is required.","      3. Wenn Du Zeitspannen für einen weiteren Tag hinzufügen möchtest, klicke auf _Tag und Zeitspanne hinzufügen_{:.doc-button}. Um einzelne Tage zu entfernen, klicke auf _Tag entfernen_{:.doc-button}. Mindestens ein Tag mit einer Zeitspanne ist erforderlich.",one-on-ones.md
"      {{ 2 | image: 'Enter host availability', '60%' }}","      {{ 2 | image: 'Gastgeber - Manuell eingeben', '60%' }}",one-on-ones.md
"    - If the meeting host is scheduled in injixo, select the **Choose employee** option. injixo will retrieve the availability of the meeting host from the employee's schedule. When this option is selected, scheduled meetings will also be written to the schedule of the meeting host.","    - Wenn der Meeting-Gastgeber in injixo geplant wird, markiere die Option **Mitarbeiter auswählen**. injixo entnimmt die Verfügbarkeit des Gastgebers aus dessen Schichtplan. Ist diese Option ausgewählt, werden die geplanten Meetings auch in den Schichtplan des Gastgebers geschrieben.",one-on-ones.md
      1. Select a different **Planning unit** if the meeting host is part of another planning unit. Note: The planning units of both the meeting host and the participants must be set to the same interval.,"      1. Wähle eine andere **Planungseinheit** aus, wenn der Gastgeber Teil einer anderen Planungseinheit ist. Hinweis: Die Planungseinheiten des Gastgebers und der Teilnehmer müssen das gleiche Intervall verwenden.",one-on-ones.md
      2. Select an **employee** to be the meeting host.,      2. Wähle einen **Mitarbeiter** als Meeting-Gastgeber aus.,one-on-ones.md
"      {{ 3 | image: 'Choose employee as host', '70%' }}","      {{ 3 | image: 'Gastgeber - Mitarbeiter auswählen', '70%' }}",one-on-ones.md
"11. In the _Participants_ section, you define the list of participants for whom meetings will be scheduled:","11. Im Abschnitt _Teilnehmer_ definierst Du die Liste der Teilnehmer, für die Meetings geplant werden sollen:",one-on-ones.md
    - (Optional) Choose the option {% link_new **selection** | features/administration/selections.md %} or **employee filter** using the buttons on top. Click an item from the drop-down menu on the right to filter the list of employees.,"    - Optional: Wähle die Option {% link_new **Auswahl** | features/administration/selections.md %} oder **Mitarbeiterfilter** über die Buttons oben aus und wähle rechts ein Element aus dem Dropdown-Menü, um die Liste aller Mitarbeiter zu filtern.",one-on-ones.md
    - Check the **checkbox** to the left of an employee to select them. Check the checkbox at the top of the list to (de)select all participants at once.,"    - Aktiviere die **Checkbox** links neben einem Mitarbeiter, um diesen auszuwählen. Aktiviere die Checkbox oben in der Liste, um alle Mitarbeiter auf einmal aus- oder abzuwählen.",one-on-ones.md
"    {{ 4 | image: 'Participants', '60%' }}","    {{ 4 | image: 'Participants', '60%' }}",one-on-ones.md
"12. To start the meeting generation process, click _Generate suggestions_{:.doc-button} at the bottom of the page. This takes you back to the overview page.","12. Um Terminvorschläge für 1:1-Meetings zu erzeugen, klicke auf _Termine vorschlagen_{:.doc-button} unten auf der Seite. Du gelangst zurück zur Übersichtsseite.",one-on-ones.md
"After the meeting suggestions have been generated, you have to {% link_new schedule them | features/scheduling/meetings/scheduling-suggestions.md %}.","Nachdem die Terminvorschläge generiert wurden, musst Du sie {% link_new in den Schichtplan eintragen | features/scheduling/meetings/scheduling-suggestions.md %}.",one-on-ones.md
Schedule group meetings,Gruppentermine planen,group-meetings.md
Create and schedule time slot suggestions for group meetings that impact the coverage of your other activities as little as possible (Meetings feature).,"Erzeuge Terminvorschläge für Gruppentermine, die die Deckung Deiner anderen Aktivitäten möglichst wenig beeinträchtigen (Meetings-Modul).",group-meetings.md
"In this article, you will learn how to generate time slot suggestions for group meetings in order to schedule meetings with a minimized impact on the coverage of other existing activities in your schedule.","In diesem Artikel lernst Du, wie Du Terminvorschläge für Gruppentermine erzeugst, die die Deckung Deiner anderen Aktivitäten möglichst wenig beeinträchtigen.",group-meetings.md
New to Meetings? Learn {% link_new the basics | features/scheduling/meetings/meetings-overview.md %} first.,Neu im Meetings-Modul? Lerne zuerst {% link_new die Grundlagen | features/scheduling/meetings/meetings-overview.md %}.,group-meetings.md
## Generate suggestions for group meetings,## Terminvorschläge für Gruppentermine generieren,group-meetings.md
Group meetings normally take place between a meeting host (typically the team leader) and a group of participants. A meeting host is however not mandatory.,Gruppentermine finden normalerweise zwischen einem Gastgeber (typischerweise dem Teamleiter) und einer Gruppe von Teilnehmern statt. Ein Gastgeber ist jedoch nicht zwingend erforderlich.,group-meetings.md
1. Go to _Plan > Meetings_{:.breadcrumbs}.,1. Gehe zu _Plan > Meetings_{:.breadcrumbs}.,group-meetings.md
2. Click _Set up_{:.doc-button} on the _Group meetings_ card at the top of the page.,2. Klicke oben auf der Seite auf _Erstellen_{:.doc-button} in der Karte _Gruppentermine_.,group-meetings.md
"3. In the _Settings_ section, select the **Planning unit** for which you want to schedule group meetings. Select an entry from the list, or start typing the planning unit's name to filter the list first. After selecting a planning unit, a hint box appears that tells you how many _Presence_ activities in the selected planning unit are not configured as _Replaceable_.","3. Wähle im Abschnitt _Eckdaten_ die **Planungseinheit** aus, für die Du Gruppentermine planen möchtest. Wähle einen Eintrag aus der Liste oder beginne mit der Eingabe des Namens der Planungseinheit, um die Liste zu filtern. Nach der Auswahl einer Planungseinheit erscheint eine Hinweisbox, die Dich darüber informiert, wie viele Aktivitäten vom Typ _Anwesenheit_ in der Planungseinheit nicht als _Ersetzbar_ konfiguriert sind.",group-meetings.md
"4. Select the **Activity to schedule** the group meeting activity you want to schedule. The list contains all activities of type _Meeting_ which have been assigned to the planning unit. Select an entry from the list, or start typing the activity's name to filter the list first. If you haven't {% link_new created a meeting activity | features/administration/activities.md %} yet, do it now.","4. Wähle bei **Zu planende Aktivität** die Gruppentermin-Aktivität aus, die Du planen möchtest. Die Liste enthält alle Aktivitäten vom Typ _Meeting_, die der Planungseinheit zugewiesen sind. Wähle einen Eintrag aus der Liste oder beginne mit der Eingabe des Namens der Aktivität, um die Liste zu filtern. Wenn Du noch keine {% link_new Meeting-Aktivität | features/administration/activities.md %} erstellt hast, tue es jetzt.",group-meetings.md
"5. Select the **Date range** in which you want to schedule meetings. By default, the date range is set to the next working week (Monday - Sunday) following the current date.","5. Wähle den **Zeitraum** aus, in dem Du Meetings planen möchtest. Standardmäßig ist der Datumsbereich auf die nächste Arbeitswoche (Montag - Sonntag) nach dem aktuellen Datum eingestellt.",group-meetings.md
6. Set a **Meeting duration**. The default value is 60 minutes.,6. Lege eine **Meetinglänge** in Minuten fest. Der Standardwert ist 60 Minuten.,group-meetings.md
7. Activate the setting **Set additional availability constraint** if you want to define specific time frames when the meetings should take place.,"7. Aktiviere **Zusätzliche Verfügbarkeitsbedingungen einstellen**, wenn Du bestimmte Zeitfenster festlegen möchtest, in denen die Gruppentermine stattfinden sollen.",group-meetings.md
"   1. Choose a **Day**. Then, change the start and end time with the **From** and **To** fields if necessary.",   1. Wähle im Feld **Tag** einen Tag aus. Ändere dann ggf. bei **Von** und **Bis** die Start- und Endzeit.,group-meetings.md
"   2. (Optional) Click **+ Time span** to add another time span to the day. To add a time span on another day, click _Add day and time span_{:.doc-button}. To remove individual days, click **Remove day**.","   2. Optional: Klicke auf **+ Zeitspanne**, um einen weiteren Zeitraum für den Tag hinzuzufügen. Um einen Zeitraum an einem anderen Tag hinzuzufügen, klicke auf _Tag und Zeitspanne hinzufügen_{:.doc-button}. Um Tage wieder zu entfernen, klicke auf **Tag entfernen**.",group-meetings.md
"      {{ 1 | image: 'Details', '60%' }}","      {{ 1 | image: 'Settings', '60%' }}",group-meetings.md
"8. In the _Host_ section, you can choose between three options:",8. Im Abschnitt _Gastgeber_ kannst Du zwischen drei Optionen wählen:,group-meetings.md
"- - **No host**: If you don't choose a host for the group meetings, the time slots of group meetings can overlap.","   - **Ohne Gastgeber**: Wenn Du auf einen Gastgeber für Gruppentermine verzichtest, können Gruppentermine parallel stattfinden.",group-meetings.md
"  - **Internal host**: Select this option if the host is scheduled in injixo. injixo will retrieve the availability of the host from their schedule. You can select a host from a different planning unit, but the planning units of both the host and the participants must be set to the same interval. When you select this option, injixo will write scheduled meetings also to the host's schedule. Choose a **Planning unit** and an **Employee**.","   - **Interner Gastgeber**: Wähle diese Option, wenn der Gastgeber in injixo geplant wird. injixo wird die Verfügbarkeit des Gastgebers aus dessen Schichtplan abrufen. Du kannst einen Gastgeber aus einer anderen Planungseinheit auswählen, aber die Planungseinheiten des Gastgebers und der Teilnehmer müssen auf das gleiche Intervall eingestellt sein. Wenn Du diese Option auswählst, schreibt injixo die geplanten Meetings auch in den Schichtplan des Gastgebers. Wähle eine **Planungseinheit** und einen **Mitarbeiter** aus.",group-meetings.md
  - **External host**: Select this option if the host is not scheduled in injixo.,"   - **Externer Gastgeber**: Wähle diese Option, wenn der Gastgeber nicht in injixo geplant wird.",group-meetings.md
"    {{ 2 | image: 'No host', '60%' }}","     {{ 2 | image: 'Gruppentermine ohne Gastgeber', '60%' }}",group-meetings.md
"9. In the _Group meetings to be scheduled between_ section, you define the list of participants for whom group meetings will be scheduled.",9. Im Abschnitt _Die Gruppentermine finden statt zwischen_ wählst Du die Teilnehmer für die Gruppentermine aus.,group-meetings.md
