en,es,article
"Alternatively, configure a separate {% link_new import folder | features/acd-integration/cloud/install-cloud-link.md | #configure-import-folder %} for file uploads. Save the new files in the import folder instead.","También puedes configurar una {% link_new carpeta de importación | features/acd-integration/cloud/install-cloud-link.md | #configurar-la-carpeta-de-importaciones %} específicamente para subir archivos. En ese caso, guarda los archivos nuevos en la carpeta de importación.",add-csv-integration.md
"After data has been uploaded, you can {% link_new add new queues to a workload | features/forecast/injixo-forecast/manage-workloads.md %} in Forecast, or you will see updated data in your existing workloads. If no data is uploaded, use the manual file import described below to check if your file format is valid.","Una vez los datos hayan sido importados, podrás {% link_new añadir nuevas colas a una carga de trabajo | features/forecast/injixo-forecast/manage-workloads.md %} en Forecast, o verás datos actualizados en tus cargas de trabajo existentes. Si los datos no son importados, usa la importación manual de archivos descrita a continuación para verificar si el formato de tu archivo es válido.",add-csv-integration.md
### Manual file import,### Importación manual de archivos,add-csv-integration.md
You can manually upload data to injixo using a web page.,Puedes importar datos a injixo manualmente usando una página web.,add-csv-integration.md
"Once you have [added a CSV integration](#configure-a-new-csv-integration), you can upload data manually (you can skip the injixo Cloud Link installation).","Una vez hayas [configurado la integración de archivos CSV](#configurar-una-nueva-integración-de-archivos-csv), podrás importar datos manualmente (puedes saltarte la instalación de injixo Cloud Link).",add-csv-integration.md
1. Go to [https://www.injixo.com/csv-importer](https://www.injixo.com/csv-importer).,1. Ve a [https://www.injixo.com/csv-importer](https://www.injixo.com/csv-importer).,add-csv-integration.md
2. Click the **open your file explorer** link and select a CSV file to import (or drag & drop it into the browser).,2. Haz clic en **abre el explorador de archivos** y selecciona un archivo CSV para importarlo (o arrástralo al navegador).,add-csv-integration.md
"3. In the bottom-left drop-down menu, select your CSV integration.","3. En el menú desplegable abajo a la izquierda, selecciona tu integración de archivos CSV.",add-csv-integration.md
4. Click _Import file_{:.doc-button}.,4. Haz clic en _Importar fichero_{:.doc-button}.,add-csv-integration.md
"   To avoid error messages, the file format must match the [CSV schema](#create-a-csv-schema).",   El formato del archivo debe coincidir con el esquema CSV.,add-csv-integration.md
"5. To upload the data, click _Apply data_{:.doc-button}.","5. Para importar los datos, haz clic en _Aplicar datos_{:.doc-button}.",add-csv-integration.md
"After your data has been processed, you can {% link_new add the queues to a workload | features/forecast/injixo-forecast/manage-workloads.md %} in injixo Forecast. The maximum file size is 7 MB.","Una vez tus datos hayan sido procesados, podrás {% link_new añadir colas a una carga de trabajo | features/forecast/injixo-forecast/manage-workloads.md %} en injixo Forecast. El archivo no puede exceder los 7 MB.",add-csv-integration.md
## Frequently asked questions,## Preguntas frecuentes,add-csv-integration.md
| Question                                                                  | Answer                                                                                                                                                                                                                                                                                   |,| Pregunta                                                                  | Respuesta                                                                                                                                                                                                                                                                                   |,add-csv-integration.md
| ------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,| ------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,add-csv-integration.md
"| Can I import the same file twice?                                         | Yes, if you import data manually. No, if you are using Cloud Link. To detect duplicate files, injixo calculates checksums during the import. Imported files with the same checksum will not be imported again. If the file has the same name but different content, it will be imported. |","| ¿Puedo importar dos veces el mismo archivo?                                         | Sí, si importas los datos manualmente. No, si usas injixo Cloud Link.<br>Para eliminar archivos duplicados, injixo calcula sumas de comprobación durante la importación. Los archivos importados con la misma suma de comprobación no volverán a ser importados. Si el archivo tiene el mismo nombre, pero distinto contenido, será importado. |",add-csv-integration.md
| Will injixo delete the automatically imported CSV files after the import? | No. Imported files will remain in the injixo Cloud Link client directory. You can manually delete them or set up a recurring task yourself.                                                                                                                                              |,| ¿Borra injixo los archivos CSV importados automáticamente tras la importación? | No. Los archivos importados se guardan en la carpeta del cliente injixo Cloud Link. Puedes borrarlos manualmente o configurar un borrado regular.                                                                                                                                              |,add-csv-integration.md
"| Can I import a CSV file that contains future data?                        | Yes, it is possible. However, keep in mind that injixo will not skip future data, but will store it as historical data. You can still calculate a forecast, but the graphs for history and forecast will overlap.                                               |","| ¿Puedo importar un archivo CSV que incluya datos futuros?                        | Sí, es posible. Sin embargo, ten en cuenta que injixo no ignorará los datos futuros, sino que los almacenará como datos históricos. Esto no impide calcular una previsión, pero los gráficos históricos y de previsión se solaparán.                                               |",add-csv-integration.md
New to integrations? Learn {% link_new the basics | features/acd-integration/cloud/how-integrations-work.md %} first.,¿Las integraciones son nuevas para ti? Consulta primero {% link_new la información básica | features/acd-integration/cloud/how-integrations-work.md %}.,install-cloud-link.md
## What is injixo Cloud Link?,## Qué es injixo Cloud Link,install-cloud-link.md
injixo Cloud Link is a client software that needs to be installed when setting up on-premise integrations. injixo Cloud Link regularly imports data into injixo. You can also install injixo Cloud Link when configuring your CSV integrations to regularly import new CSV files from a folder.,injixo Cloud Link es un cliente de software que necesitas instalar para configurar una integración on-premise. injixo Cloud Link importa datos a injixo con regularidad. También puedes instalar injixo Cloud Link cuando configures integraciones de CSV para importar regularmente nuevos archivos CSV de una carpeta.,install-cloud-link.md
The client installation directory contains:,El directorio de instalación del cliente contiene:,install-cloud-link.md
- the injixo-cloud-link executable.,- el archivo ejecutable injixo-cloud-link;,install-cloud-link.md
- one or more injixo-cloud-link.\*.log file(s).,- uno o varios archivos injixo-cloud-link.*.log;,install-cloud-link.md
- the injixo-cloud-link.toml config file.,- el archivo de configuración injixo-cloud-link.toml;,install-cloud-link.md
- a licenses folder with open source library licenses.,- una carpeta de licencias con licencias para bibliotecas de código abierto (open source).,install-cloud-link.md
## Prerequisites,## Prerrequisitos,install-cloud-link.md
- Windows: injixo Cloud Link runs on Windows 10 and above and on Windows Server 2016 and above. <!-- what about Linux -->,"- Windows: injixo Cloud Link es compatible con Windows 10 y superior, y con Windows Server 2016 y superior. <!-- what about Linux -->",install-cloud-link.md
- Linux: The unixODBC package must be installed.,- Linux: el paquete unixODBC tiene que estar instalado.,install-cloud-link.md
- Firewall/Proxy: Port 443 must be open for outgoing traffic. injixo Cloud Link uses TLS-encryption with TCP over port 443.,- Cortafuegos/proxy: el puerto 443 tiene que estar abierto para tráfico saliente. injixo Cloud Link usa encriptación TLS con TCP a través del puerto 443.,install-cloud-link.md
