en,fr,article
"- Windows: Add the environment variable to the **System variables** section. If services do not run with the LocalSystem account, configure a user variable.","- Windows&nbsp;: ajoutez la variable d’environnement à la section **Variables système**. Si les services ne sont pas exécutés via le compte LocalSystem, configurez une variable utilisateur.",install-cloud-link.md
- Linux: Set the environment variable in /etc/environment or in /etc/profile.d,- Linux&nbsp;: configurez la variable d’environnement dans /etc/environment ou dans /etc/profile.d,install-cloud-link.md
Example: `https_proxy=http://your.proxy.example`,Exemple&nbsp;: `https_proxy=http://your.proxy.example`,install-cloud-link.md
"If required, you can add the port number (if not port 80) and user credentials for authentication:","Si nécessaire, ajoutez le numéro de port (pour un port autre que 80) et les identifiants utilisateur pour l’authentification&nbsp;:",install-cloud-link.md
Example: `https_proxy=http://username:password@your.proxy.example:8080`,Exemple&nbsp;: `https_proxy=http://username:password@your.proxy.example:8080`,install-cloud-link.md
## Share injixo destination IP addresses <!-- rethink the name -->,## Partager les adresses IP injixo de destination,install-cloud-link.md
"To allow injixo Cloud Link to connect to the injixo cloud servers, share the following URLs:","Pour permettre à injixo Cloud Link de se connecter aux serveurs injixo cloud, partagez les URL suivantes&nbsp;:",install-cloud-link.md
- injixo-\*.s3-eu-west-1.amazonaws.com,"- injixo-*.s3-eu-west-1.amazonaws.com,",install-cloud-link.md
- www.injixo.com,- www.injixo.com.,install-cloud-link.md
"You cannot share a single IP address. Deployment and update processes periodically change server IP addresses. Consider installing injixo Cloud Link in the DMZ. If the connection to the server fails, you will see [Windows socket error messages](https://docs.microsoft.com/en-us/windows/win32/winsock/windows-sockets-error-codes-2) in the log file.","Vous ne pouvez pas partager d’adresse IP unique. L’adresse IP du serveur change régulièrement lors du processus de déploiement et de mise à jour. Envisagez d’installer Injixo Cloud Link dans la DMZ. Si la connexion au serveur échoue, des [messages d’erreur de socket Windows](https://learn.microsoft.com/fr-fr/windows/win32/winsock/windows-sockets-error-codes-2) apparaissent dans le fichier journal.",install-cloud-link.md
## Logging,## Journalisation,install-cloud-link.md
injixo Cloud Link rotates log files daily and after restart but does not delete log files. The current logs are located in injixo-cloud-link.log. Rotated log files include the rotation date in the filename. You need to set up your own recurring deletion or do it manually.,"injixo Cloud Link change de fichier quotidiennement et après un redémarrage, sans supprimer les fichiers journaux. Les journaux actuels sont conservés dans injixo-cloud-link.log. Les fichiers en rotation incluent la date de rotation dans le nom du fichier. Vous devez les supprimer manuellement ou configurer une tâche récurrente.",install-cloud-link.md
### Activate verbose logging,### Activer la journalisation détaillée,install-cloud-link.md
"For database integrations, injixo Cloud Link supports a verbose logging mode. When activated, the log file displays the total number of fetched rows and the first ten rows of data for each request.","injixo Cloud Link prend en charge un mode de journalisation détaillé pour les intégrations par base de données. Lorsque le mode détaillé est activé, le fichier journal affiche le nombre total de lignes récupérées et les dix premières lignes de données pour chaque requête.",install-cloud-link.md
You can activate verbose logging as follows:,Vous pouvez activer la journalisation de la façon suivante&nbsp;:,install-cloud-link.md
1. Stop injixo Cloud Link.,1. Arrêtez injixo Cloud Link.,install-cloud-link.md
"2. In the installation directory, open the injixo-cloud-link.toml file.","2. Dans le dossier d’installation, ouvrez le fichier injixo-cloud-link.toml.",install-cloud-link.md
"3. In the **[app]** section, set **verbose** to true:","3. Dans la section **[app]**, définissez **verbose** sur true&nbsp;:",install-cloud-link.md
   ```,   ```,install-cloud-link.md
   [app],   [app],install-cloud-link.md
   verbose = true,verbose = true,install-cloud-link.md
   ```,   ```,install-cloud-link.md
4. Save the file and restart injixo Cloud Link.,4. Sauvegardez le fichier et redémarrez injixo Cloud Link.,install-cloud-link.md
## Configure import folder,## Configurer le dossier d’import,install-cloud-link.md
"By default, injixo Cloud Link uploads files that are saved in its installation folder. For CSV integrations, you can configure a custom import folder as follows:","Par défaut, injixo Cloud Link importe les fichiers sauvegardés dans son dossier d’installation. Pour les intégrations CSV, vous pouvez configurer un dossier d’importation personnalisé de la façon suivante&nbsp;:",install-cloud-link.md
1. Stop injixo Cloud Link.,1. Arrêtez injixo Cloud Link.,install-cloud-link.md
"2. In the installation directory, open the injixo-cloud-link.toml file.","2. Dans le dossier d’installation, ouvrez le fichier injixo-cloud-link.toml.",install-cloud-link.md
"3. In the **[app]** section, set the value for **importDirectory** to your import folder.","3. Dans la section **[app]**, définissez la valeur **importDirectory** sur votre dossier d’importation.",install-cloud-link.md
   - Use relative or absolute paths.,   - Utilisez des chemins d’accès relatifs ou absolus.,install-cloud-link.md
   - Escape backslashes with a second backslash.,   - Échappez les barres obliques inverses avec une deuxième barre oblique inverse.,install-cloud-link.md
4. Save the file and restart injixo Cloud Link.,4. Sauvegardez le fichier et redémarrez injixo Cloud Link.,install-cloud-link.md
## Frequently asked questions,## Foire aux questions,install-cloud-link.md
<style>,<style>,install-cloud-link.md
table th:first-of-type {,table th:first-of-type {,install-cloud-link.md
    width: 25%;,    width: 25%;,install-cloud-link.md
},},install-cloud-link.md
table th:nth-of-type(2) {,table th:nth-of-type(2) {,install-cloud-link.md
    width: 75%;,    width: 75%;,install-cloud-link.md
},},install-cloud-link.md
</style>,</style>,install-cloud-link.md
| Question                                                                        | Answer                                                                                                                                                                                                                                                                                                                                                                                                           |,| Question                                                                        | Réponse                                                                                                                                                                                                                                                                                                                                                                                                           |,install-cloud-link.md
| ------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,| ------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |,install-cloud-link.md
