en,nl,article
5. Select the [grouping strategy for imported queues](#queue-names-by-grouping-strategy).,5. Selecteer de [groeperingskeuze voor geïmporteerde queues](#queuenamen-op-basis-van-groeperingskeuze).,add-freshdesk-contact-center-integration.md
6. Click _Save integration_{:.doc-button}.,6. Klik op _Integratie opslaan_{:.doc-button}.,add-freshdesk-contact-center-integration.md
"After you have saved the configuration, proceed in the **Install the injixo app** section on the page.",Ga nadat je de configuratie hebt opgeslagen verder met de sectie **Installeer injixo app** op de pagina.,add-freshdesk-contact-center-integration.md
## Install the injixo app,## De injixo-app installeren,add-freshdesk-contact-center-integration.md
"1. In the **Install the injixo app** section, generate and copy the **injixo API key**.",1. Genereer in de sectie **Installeer injixo app** de **injixo API-key** en kopieer deze.,add-freshdesk-contact-center-integration.md
2. Set up the required injixo app in your Freshdesk account in the [Freshworks marketplace](https://www.freshworks.com/apps/freshcaller/injixo_1/).,2. Configureer de benodigde injixo-app in je Freshdesk-account in de [Freshworks marketplace](https://www.freshworks.com/apps/freshcaller/injixo_1/).,add-freshdesk-contact-center-integration.md
"3. In the injixo app installation page, paste the copied API key.",3. Plak de gekopieerde API-key in de installatiepagina van de injixo-app.,add-freshdesk-contact-center-integration.md
"4. To import data in real time, check the **Export real-time agent status data** checkbox in the injixo app installation page of the Freshworks marketplace.","4. Om in realtime gegevens te importeren, vink je het selectievakje **Export real-time agent status data** aan op de installatiepagina van de injixo-app in Freshworks marketplace.",add-freshdesk-contact-center-integration.md
## Queue names by grouping strategy,## Queuenamen op basis van groeperingskeuze,add-freshdesk-contact-center-integration.md
"When importing data, the grouping strategy affects the names of the queues that are created in injixo:",Bij het importeren van gegevens heeft de groeperingskeuze invloed op de naamgeving van de queues die in injixo worden aangemaakt:,add-freshdesk-contact-center-integration.md
| Grouping strategy   | Queue name                               | Example           |,| Groeperingskeuze   | Naam van de queue                               | Voorbeeld           |,add-freshdesk-contact-center-integration.md
| ------------------- | ---------------------------------------- | ----------------- |,| ------------------- | ---------------------------------------- | ----------------- |,add-freshdesk-contact-center-integration.md
| Phone number        | Phone number                             | +49123456789      |,| Telefoonnummer        | Telefoonnummer                             | +49123456789      |,add-freshdesk-contact-center-integration.md
| Routing (team/agent) | Team name                                | Tech Support Team |,| Routering (team/agent) | Naam van het team                                | Tech Support Team |,add-freshdesk-contact-center-integration.md
| Routing (team/agent) | Agent name (if no team name is assigned) | Agent 1           |,| Routering (team/agent) | Naam van de agent (indien er geen naam voor het team is toegewezen) | Agent 1           |,add-freshdesk-contact-center-integration.md
"For calls that have no group in Freshdesk Contact Center, the queue name is Undefined_Queue.",Oproepen die buiten een groep vallen in het Freshdesk Contact Center krijgen de queuenaam Undefined_Queue.,add-freshdesk-contact-center-integration.md
## Frequently asked questions,## Veelgestelde vragen,add-freshdesk-contact-center-integration.md
| Question                                                                                                                                                                       | Answer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |,| Vraag                                                                                                                                                                       | Antwoord                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |,add-freshdesk-contact-center-integration.md
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |,| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |,add-freshdesk-contact-center-integration.md
"| Suddenly, injixo stops displaying new Freshdesk Contact Center data but the page in **Account > Integrations** still shows the status Operational for my Freshdesk Contact Center integration. What can I do? | The injixo app gets Freshdesk Contact Center data and sends events to injixo. In the event of communication errors between the injixo app and injixo, Freshdesk Contact Center data may no longer be displayed. The Freshdesk Contact Center integration cannot detect such communication errors .<br><br>Check that the injixo API key you entered when setting up the injixo app in your Freshdesk account is still valid. If the API key is invalid, update the injixo API key on the injixo app installation page. If the API key is still valid, contact the injixo Support. |","| injixo laat ineens geen nieuwe Freshdesk Contact Center-gegevens meer zien, maar op de pagina in **Account > Integraties** is de status van mijn Freshdesk Contact Center-integratie nog steeds Operationeel. Wat kan ik doen? | De injixo-app haalt gegevens op uit Freshdesk Contact Center en stuurt gebeurtenissen naar injixo. Communicatiefouten tussen de injixo-app en injixo kunnen ertoe leiden dat gegevens uit Freshdesk Contact Center niet meer worden weergegeven. De Freshdesk Contact Center-integratie kan zulke communicatiefouten niet herkennen.<br><br>Controleer of de injixo API-key die je bij de configuratie van injixo in je Freshdesk-account hebt ingevoerd nog geldig is. Als de API-key ongeldig is, vervang je de API-key op de app-installatiepagina in injixo. Als de API-key nog steeds geldig is, neem dan contact op met het supportteam van injixo. |",add-freshdesk-contact-center-integration.md
Add an on-premise integration,Een on-premise integratie toevoegen,add-on-premise-integration.md
"Connect your on-premise database to injixo to import contact volume, AHT, and agent status data.","Verbind je on-premise-database met injixo om het contactvolume, AHT en agentstatusgegevens te importeren.",add-on-premise-integration.md
New to integrations? Learn {% link_new the basics | features/acd-integration/cloud/how-integrations-work.md %} first.,Heb je nog weinig ervaring met integraties? Maak je dan eerst vertrouwd met de {% link_new basisprincipes | features/acd-integration/cloud/how-integrations-work.md %}.,add-on-premise-integration.md
## What are on-premise integrations?,## Wat zijn on-premise-integraties?,add-on-premise-integration.md
"On-premise integrations use {% link_new injixo Cloud Link | features/acd-integration/cloud/install-cloud-link.md %} to connect to a system on your local network. Once connected, on-premise integrations will try to import up to three years of historical data.","On-premise-integraties gebruiken {% link_new injixo Cloud Link | features/acd-integration/cloud/install-cloud-link.md %} om een systeem met je lokale netwerk te verbinden. Nadat ze zijn verbonden, importeren on-premise-integraties historische gegevens van maximaal drie jaar.",add-on-premise-integration.md
## Add an on-premise integration,## Een on-premise integratie toevoegen,add-on-premise-integration.md
1. Go to _Account > Integrations_{:.breadcrumbs}.,1. Ga naar _Account > Integraties_{:.breadcrumbs}.,add-on-premise-integration.md
"2. Select your external system and click _Add integration_{:.doc-button}. If your external system exists in different models, click _Select model_{:.doc-button} and click _Add integration_{:.doc-button}.","2. Selecteer je externe systeem en klik op _Voeg integratie toe_{:.doc-button}. Als je externe systeem beschikbaar is in verschillende modellen, klik dan op _Kies een model_{:.doc-button} en klik op _Voeg integratie toe_{:.doc-button}.",add-on-premise-integration.md
"3. Complete the form with the required information. To identify the source of your data later, enter a unique name for your integration.","3. Vul de vereiste informatie in het formulier in. Geef je integratie een unieke naam, zodat je later de bron van je gegevens terug kunt vinden.",add-on-premise-integration.md
4. Install the {% link_new injixo Cloud Link client | features/acd-integration/cloud/install-cloud-link.md %}.,4. Installeer de {% link_new injixo Cloud Link-client | features/acd-integration/cloud/install-cloud-link.md %}.,add-on-premise-integration.md
5. Click _Save integration_{:.doc-button}.,5. Klik op _Integratie opslaan_{:.doc-button}.,add-on-premise-integration.md
"{{ 1 | image: 'Genesys Engage integration', '85%' }}","{{ 1 | image: 'Integratie van Genesys Engage', '85%' }}",add-on-premise-integration.md
The integration now imports contact data into injixo. The first import can take some time. All queues from the connected system will automatically be available for mapping on the {% link_new workload configuration screen | features/forecast/injixo-forecast/manage-workloads.md | #create-workloads %} in injixo Forecast.,De integratie importeert nu contactgegevens naar injixo. De eerste import kan wat langer duren. Alle queues van het gekoppelde systeem zijn automatisch beschikbaar voor toewijzing op het {% link_new workload-configuratiescherm | features/forecast/injixo-forecast/manage-workloads.md | #workloads-aanmaken %} in injixo Forecast.,add-on-premise-integration.md
"If your integration supports the import of agent status data, {% link_new map external user identifiers and activities | features/acd-integration/cloud/import-agent-status-data.md %}. The integration can then import agent status data.","Als je integratie de import van agentstatusgegevens ondersteunt, dan dien je eerst {% link_new externe gebruiker-IDs en activiteiten toe te wijzen | features/acd-integration/cloud/import-agent-status-data.md %}. Daarna kan de integratie agentstatusgegevens importeren.",add-on-premise-integration.md
Add a Genesys Engage integration,Een Genesys Engage-integratie toevoegen,add-genesys-engage-integration.md
Learn how to connect your Genesys Engage CMS to injixo to import data.,Lees hoe je je Genesys Engage CMS met injixo verbindt om gegevens te importeren.,add-genesys-engage-integration.md
A Genesys Engage integration is an on-premise integration that imports call history and agent status data.,Een Genesys Engage-integratie is een on-premise integratie die de oproepgeschiedenis en agentstatusgegevens importeert.,add-genesys-engage-integration.md
